ICS_ID,ORG_Entity,Cleaned_Entity,entity_lower,Is_Academic,Lemma_Entity,Lemma_Cleaned,Matched_Category
05412fa3-afb4-4791-b227-cb8dcc762465,Biblioteki Scenariuszy,Biblioteki Scenariuszy,biblioteki scenariuszy,False,biblioteka scenariuszy,biblioteka scenariuszy,Education (non-university)
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Archiwum PWSFTviT,archiwum pwsftvit,False,archiwum pwsftvit,archiwum pwsftvit,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Archiwum PWSFTviT,archiwum pwsftvit,False,archiwum pwsftvit,archiwum pwsftvit,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Archiwum PWSFTviT,archiwum pwsftvit,False,archiwum pwsftvit,archiwum pwsftvit,Government / Public Administration
054916cc-5ec3-482c-8bde-0b61ccbac164,ENTER Mental Health Network,ENTER Mental Health Network,enter mental health network,False,enter mental health network,enter mental health network,Health / Hospitals / Medical
0578fef8-5270-4ddb-b2bc-55df038dc5f7,Zakładach Górniczych KGHM Polska Miedź S.A.,Zakładach Górniczych KGHM Polska Miedź S.A.,zakładach górniczych kghm polska miedź s.a.,False,zakład górnicze KGHM Polska miedź spółka_akcyjna .,zakład górnicze KGHM Polska miedź spółka_akcyjna .,Company / Business
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Zarządu Cryohealth LLC,Zarządu Cryohealth LLC,zarządu cryohealth llc,False,zarząd cryohealth dol,zarząd cryohealth dol,Government / Public Administration
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Światowy Kongres Chłodnictwa,Światowy Kongres Chłodnictwa,światowy kongres chłodnictwa,False,światowy kongres chłodnictwo,światowy kongres chłodnictwo,International Organization / EU
05889807-e21b-4efe-8ec1-ba1ee3c79fe6,Cryohealthcare Kanada,Cryohealthcare Kanada,cryohealthcare kanada,False,cryohealthcare kanada,cryohealthcare kanada,Health / Hospitals / Medical
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Radzie Progr,Radzie Progr,radzie progr,False,rada progr,rada progr,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Izba Producentów Audiowiz.,Izba Producentów Audiowiz.,izba producentów audiowiz.,False,izba producent audiowiz .,izba producent audiowiz .,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Teatrikon,Teatrikon,teatrikon,False,teatrikon,teatrikon,Cultural Institution / Arts
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,NGO,NGO,ngo,False,nno,nno,NGO / Association / Foundation
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,Hardkon Larpers Retreat,Hardkon Larpers Retreat,hardkon larpers retreat,False,hardkon larpers retreat,hardkon larpers retreat,Government / Public Administration
05cfce2d-3eb8-4f5b-a50d-1403186f06b0,International Games-Ed Seminar,International Games-Ed Seminar,international games-ed seminar,False,International games-ed seminar,International games-ed seminar,International Organization / EU
05de10ff-f49a-4ae9-a488-855f9273d25c,Radio Rodzina,Radio Rodzina,radio rodzina,False,radio rodzina,radio rodzina,Media / Publishing
05de10ff-f49a-4ae9-a488-855f9273d25c,IMAS International,IMAS International,imas international,False,imrym_podobdoba International,imrym_podobdoba International,International Organization / EU
